text,target,has_number,has_rating_number,bert_text,final_text_enriched,text_length,n_tokens,sentiment
we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,1.0,False,False,we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,scallop appetizer delicious sauce wonderful,43,5,0.8126
we waited at the bar and had martinis that were just right .,1.0,False,False,we waited at the bar and had martinis that were just right .,wait bar martini right,22,4,0.0
love the food .,1.0,False,False,love the food .,love food,9,2,0.6369
it ' s the only place you can get yummy authentic japanese comfort food .,1.0,False,False,it ' s the only place you can get yummy authentic japanese comfort food .,place get yummy authentic japanese comfort food,47,7,0.7096
and you ca n ' t beat the prices .,1.0,False,False,and you ca n ' t beat the prices .,n beat price,12,3,0.0
i ' ve lived in ny for 5 years and this place has it all .,1.0,True,False,i ' ve lived in ny for 5 years and this place has it all .,I live ny year place,20,5,0.0
"great food , good size menu , great service and an unpretensious setting .",1.0,False,False,"great food , good size menu , great service and an unpretensious setting .",great_food good size menu great_service unpretensious setting,61,7,0.9022
"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",1.0,False,False,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i ' ve ever had ) .",dish offer unique tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream good fresh I ever,123,20,0.8834
i ' m glad i was introduced to this place and this is a rare gem in ny .,1.0,False,False,i ' m glad i was introduced to this place and this is a rare gem in ny .,I glad I introduce place rare gem ny,36,8,0.4588
"the freshest , best variety , and the fastest delivery .",1.0,False,False,"the freshest , best variety , and the fastest delivery .",fresh good variety fast_delivery,32,4,0.6369
also very inexpensive .,1.0,False,False,also very inexpensive .,also inexpensive,16,2,0.0
the service was excellent and the food was delicious .,1.0,False,False,the service was excellent and the food was delicious .,great_great_service_food,32,1,0.8126
"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",1.0,False,False,"we are very particular about sushi and were both please with every choice which included : ceviche mix ( special ) , crab dumplings , assorted sashimi , sushi and rolls , two types of sake , and the banana tempura .",particular sushi please every choice include ceviche mix special crab dumpling assort sashimi sushi roll two type sake banana tempura,133,20,0.6597
definitely a great spot for a nice occasion or date .,1.0,False,False,definitely a great spot for a nice occasion or date .,definitely great spot nice occasion date,40,6,0.8625
"average to good thai food , but terrible delivery .",0.0,False,False,"average to good thai food , but terrible delivery .",average good thai food terrible delivery,40,6,-0.0516
i ' ve waited over one hour for food .,0.0,False,False,i ' ve waited over one hour for food .,I wait one_hour food,20,4,0.0
they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,0.0,False,False,they were very abrupt with me when i called and actually claimed the food was late because they were out of rice .,abrupt I I call actually claim food late rice,45,9,0.0
a thai restaurant out of rice during dinner ?,0.0,False,False,a thai restaurant out of rice during dinner ?,thai restaurant rice dinner,27,4,0.0
"the food arrived 20 minutes after i called , cold and soggy .",0.0,True,False,"the food arrived 20 minutes after i called , cold and soggy .",food arrive minute I call cold soggy,36,7,0.0
this is a wonderful place on all stand points especially value ofr money .,1.0,False,False,this is a wonderful place on all stand points especially value ofr money .,wonderful place stand point especially value ofr money,54,8,0.7501
an excellent service,1.0,False,False,an excellent service,excellent service,17,2,0.5719
we were greeted promptly by the waiter who was very nice and cordial .,1.0,False,False,we were greeted promptly by the waiter who was very nice and cordial .,greet promptly waiter nice cordial,34,5,0.6249
she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,1.0,False,False,she was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about indian food .,helpful suggest drink help order lot good dish since know nothing indian food,77,13,0.8126
the food looked very appetizing and delicious since it came on a variety of fancy plates .,1.0,False,False,the food looked very appetizing and delicious since it came on a variety of fancy plates .,food look appetizing delicious since come variety fancy plate,61,9,0.5719
we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,1.0,False,False,we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,end great experience gulab jamun dessert recommend waiter,57,8,0.765
i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,1.0,False,False,i thanked my friend who recommended me this restaurant and will certainly recommend it to others .,I thank friend recommend I restaurant certainly recommend,57,8,0.9022
"service here was great , food was fantastic .",1.0,False,False,"service here was great , food was fantastic .",great_service_food fantastic,28,2,0.8271
"guacamole + shrimp appetizer was really great , we both had the filet , very good , did n ' t much like the frites that came with , but the filet was so good , neither of us cared .",1.0,False,False,"guacamole + shrimp appetizer was really great , we both had the filet , very good , did n ' t much like the frites that came with , but the filet was so good , neither of us cared .",guacamole shrimp appetizer really great filet good n much like frite come filet good neither care,97,16,0.8908
will absolutely visit again .,1.0,False,False,will absolutely visit again .,absolutely visit,16,2,0.0
you can not go wrong with this place .,1.0,False,False,you can not go wrong with this place .,go_wrong place,14,2,-0.4767
"the food is outstanding and the service is quick , friendly and very professional .",1.0,False,False,"the food is outstanding and the service is quick , friendly and very professional .",food outstanding service quick friendly professional,52,6,0.802
"always a nice crowd , but never loud .",1.0,False,False,"always a nice crowd , but never loud .",always nice crowd never loud,28,5,0.4215
go here .,1.0,False,False,go here .,go,2,1,0.0
good for dates or with friends .,1.0,False,False,good for dates or with friends .,good date friend,16,3,0.7269
i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,1.0,False,False,i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,I reluctant write I would want jem pizza place become overcrowded,65,11,-0.1779
"however , it is jus too good to not praise it .",1.0,False,False,"however , it is jus too good to not praise it .",however ju good praise,22,4,0.7579
"by far , the best pizza in manhattan .",1.0,False,False,"by far , the best pizza in manhattan .",far good pizza manhattan,24,4,0.4404
"the crust is thin , the ingredients are fresh and the staff is friendly .",1.0,False,False,"the crust is thin , the ingredients are fresh and the staff is friendly .",crust thin ingredient fresh staff friendly,42,6,0.6705
"the fish was really , really fresh .",1.0,False,False,"the fish was really , really fresh .",fish really really fresh,24,4,0.4351
we all agreed that mare is one of the best seafood restaurants in new york .,1.0,False,False,we all agreed that mare is one of the best seafood restaurants in new york .,agree mare one good seafood restaurant new_york,47,7,0.6597
i stumbled upon this great pizzeria as i explored my new neighborhood .,1.0,False,False,i stumbled upon this great pizzeria as i explored my new neighborhood .,I stumble upon great pizzeria I explore new neighborhood,56,9,0.6249
all of the pizzas are terrific and the price is even better !,1.0,False,False,all of the pizzas are terrific and the price is even better !,pizza terrific price even well !,32,6,0.6696
i highly recommend the sophia pizza .,1.0,False,False,i highly recommend the sophia pizza .,I highly_recommend sophia pizza,31,4,0.4201
it ' s to die for !,1.0,False,False,it ' s to die for !,die !,5,2,-0.636
the food was mediocre at best but it was the horrible service that made me vow never to go back .,0.0,False,False,the food was mediocre at best but it was the horrible service that made me vow never to go back .,food mediocre good horrible service make I vow ndont_go_back,60,9,-0.1531
"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",0.0,False,False,"immediately after we paid , the waiter took the money and said , okay , you guys are outta here .",immediately pay waiter take money say okay guy outta,52,9,0.128
so rushing us out was absolutely unnecessary !,0.0,False,False,so rushing us out was absolutely unnecessary !,rush absolutely unnecessary !,29,4,0.0
"for the people who want great food plus great service , roxy is a place to avoid !",0.0,False,False,"for the people who want great food plus great service , roxy is a place to avoid !",people want great_food plus great_service roxy place avoid !,60,9,0.8221
"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",1.0,False,False,"the blond wood decor is very soothing , the premium sake is excellent and the service is great .",blond wood decor soothing premium sake excellent great_service,62,8,0.8779
mizu is the japenese find in grammercy .,1.0,False,False,mizu is the japenese find in grammercy .,mizu japenese find grammercy,28,4,0.0
"while their kitchen food is delicious , their sushi is out of this world .",1.0,False,False,"while their kitchen food is delicious , their sushi is out of this world .",kitchen great_food sushi world,34,4,0.5719
mizu is home to creative and unique rolls not to found anywhere else .,1.0,False,False,mizu is home to creative and unique rolls not to found anywhere else .,mizu home creative unique roll find anywhere else,49,8,0.4404
"not only is the cuisine the best around , the service has always been attentive and charming .",1.0,False,False,"not only is the cuisine the best around , the service has always been attentive and charming .",cuisine good around service always attentive charming,53,7,0.7717
warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,1.0,False,False,warning : you may find it difficult to dine at other japanese restaurants after a visit to mizu !,warn may find difficult dine japanese restaurant visit mizu !,61,10,-0.4926
